ENGINE,SIZE,MODEL,PREFIX,QUERY,BROKEN,TIME_AVG,TIME_STD,CPU_MAX_AVG,CPU_MAX_STD,CPU_AVG_AVG,CPU_AVG_STD,RSS_MAX_AVG,RSS_MAX_STD,RSS_AVG_AVG,RSS_AVG_STD
blazegraph,,prop_time,blazegraph-1k-prop_time.prop_time,1,0,132.5,83.5131726137,2.79,0.298161030318,2.70734469697,0.375351419533,281779.2,10126.3906778,279664.947549,10724.8160674
fuseki,,list,fuseki-30k-list.list,1,10,100.3,20.386515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtuoso,,list,virtuoso-120k-list.list,1,0,213372.5,1998.66451662,14.1,0.574456264654,13.9609139854,0.572646936853,5997192.0,0.0,5997192.0,0.0
blazegraph,,prop_time,blazegraph-120k-prop_time.prop_time,1,0,5860.7,282.523998981,32.61,0.375366487582,32.5619280924,0.383035144799,2809953.6,27344.2752005,2801349.95005,14284.0231806
blazegraph,,prop_number,blazegraph-ghostbusters-prop_number.prop_number,1,0,881.0,23.5584379788,11.9,0.18973665961,11.8569543061,0.200568880285,1168784.8,38166.4044856,1155975.09097,35465.9104953
blazegraph,,sop,blazegraph-1k-sop.sop,1,0,101.9,4.08533964316,5.71,0.03,5.69818181818,0.014482819688,327045.6,6030.85697393,325955.990303,6058.61952858
blazegraph,,sop,blazegraph-120k-sop.sop,1,0,8431.6,127.027713512,41.63,0.357910603363,41.5707100574,0.360176021455,4568001.6,2255.3880021,4567727.50979,1727.39494157
blazegraph,,list,blazegraph-1k-list.list,1,0,3026.2,867.909419237,5.14,0.776144316477,4.96593315598,0.840393085155,321666.0,5217.47808812,317824.145258,6416.46048386
fuseki,,prop_time,fuseki-1k-prop_time.prop_time,1,0,129.9,74.7026773282,38.97,0.508035431835,38.9492857143,0.48933659798,9627046.4,9798.69398645,9625364.18545,9607.96025976
fuseki,,seq,fuseki-30k-seq.seq,1,0,562.0,65.1843539509,27.44,0.162480768093,27.4117479784,0.147437156541,6814108.0,54766.5107598,6800026.9623,52937.6409729
virtuoso,,list,virtuoso-60k-list.list,1,0,90700.4,880.181481287,10.7,0.244948974278,10.6526362695,0.264891521012,5993232.0,0.0,5993232.0,0.0
virtuoso,,prop_time,virtuoso-120k-prop_time.prop_time,1,0,2502.8,123.497206446,12.91,0.03,12.9062325581,0.0186976744186,5997192.0,0.0,5997192.0,0.0
